postal code,latitude,longitude
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85207,27.2716,-109.9705
85208,27.3546,-109.85
85208,27.5522,-110.0058
85208,27.7928,-109.8867
85208,27.3895,-109.881
85208,27.5276,-110.007
85208,27.447,-109.922
85208,27.4081,-109.8861
85208,27.3895,-109.881
85208,27.4574,-109.8116
85208,27.3895,-109.881
85208,27.4,-109.8917
85208,27.3895,-109.881
85208,27.3761,-109.8308
85208,27.3895,-109.881
85208,27.3611,-109.8542
85208,27.3895,-109.881
85208,27.4269,-109.8617
85208,27.3542,-109.8903
85208,27.3994,-109.8983
85208,27.3895,-109.881
85208,27.3511,-109.8531
85208,27.3753,-109.8303
85208,27.7431,-109.8008
85208,27.3895,-109.881
85208,27.3633,-109.8819
85208,27.4236,-109.8575
85208,27.4,-109.8753
85208,27.3528,-109.8456
85208,27.3606,-109.8494
85208,27.3895,-109.881
85208,27.3897,-109.8597
85208,27.4008,-109.8736
85208,27.3964,-109.87
85208,27.3895,-109.881
85208,27.3178,-109.8925
85208,27.3895,-109.881
85208,27.7431,-109.8008
85208,27.3895,-109.881
85208,27.3178,-109.8644
85208,27.3895,-109.881
85208,27.2433,-109.8506
85208,27.3895,-109.881
85208,27.3534,-109.8593
85208,27.3895,-109.881
85208,27.3444,-109.9236
85208,27.3895,-109.881
85208,27.2961,-109.8383
85208,27.3895,-109.881
85208,27.3546,-109.8728
85208,27.3895,-109.881
85208,27.3638,-109.8308
85208,27.3895,-109.881
85208,27.335,-109.9317
85208,27.3895,-109.881
85208,27.3528,-109.8711
85208,27.3895,-109.881
85208,27.7928,-109.8867
85208,27.3895,-109.881
85208,27.3962,-109.9331
85208,27.3895,-109.881
85208,27.7928,-109.8867
85208,27.3895,-109.881
85208,27.7928,-109.8867
85208,27.3895,-109.881
85208,27.3953,-109.8903
85208,27.3528,-109.8903
85208,27.3895,-109.881
85208,27.4133,-109.8917
85208,27.3895,-109.881
85208,27.3395,-110.0926
85208,27.3895,-109.881
85208,27.3995,-109.9305
85208,27.3895,-109.881
85208,27.3417,-109.85
85208,27.3895,-109.881
85208,27.4086,-109.8917
85208,27.3895,-109.881
85208,27.3183,-109.8568
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85208,27.3895,-109.881
85209,27.2433,-109.8711
85209,27.2833,-109.8133
85209,27.2081,-109.9637
85209,27.2883,-109.8208
85209,27.3125,-109.8049
85209,27.1889,-109.8894
85209,27.1717,-109.9292
85209,27.7928,-109.8867
85209,27.2433,-109.8808
85209,27.2804,-109.8717
85209,27.2603,-109.8406
85209,27.2679,-109.8675
85209,27.6792,-110.0162
85209,27.1517,-109.8814
85209,27.2894,-109.8092
85209,27.2679,-109.8675
85209,27.2433,-109.8506
85209,27.2679,-109.8675
85209,27.2961,-109.8383
85209,27.2679,-109.8675
85209,27.2433,-109.8236
85209,27.2256,-109.8506
85209,27.7928,-109.8867
85209,27.2679,-109.8675
85209,27.2594,-109.8519
85209,27.2719,-109.8906
85209,27.2042,-109.9167
85209,27.2679,-109.8675
85209,27.2803,-109.8917
85209,27.2679,-109.8675
85209,27.2533,-109.8506
85209,27.2679,-109.8675
85209,27.1642,-109.9514
85209,27.2679,-109.8675
85209,27.2611,-109.8361
85209,27.2679,-109.8675
85209,27.1705,-109.9739
85209,27.2679,-109.8675
85209,27.1878,-109.9331
85209,27.2679,-109.8675
85209,27.7928,-109.8867
85209,27.2679,-109.8675
85209,27.7928,-109.8867
85209,27.2679,-109.8675
85209,27.1983,-109.9017
85209,27.2679,-109.8675
85209,27.2639,-109.8222
85209,27.2679,-109.8675
85209,27.1705,-109.8936
85209,27.2679,-109.8675
85209,27.4212,-109.8925
85209,27.2679,-109.8675
85209,27.2077,-109.8583
85209,27.2679,-109.8675
85209,27.2444,-109.8506
85209,27.2679,-109.8675
85209,27.2433,-109.8389
85209,27.2679,-109.8675
85209,27.3403,-110.0156
85209,27.2679,-109.8675
85209,27.2986,-109.8911
85209,27.3962,-109.9331
85209,27.2679,-109.8675
85209,27.3528,-109.8903
85209,27.1989,-109.8917
85209,27.2679,-109.8675
85209,27.1897,-109.925
85209,27.2679,-109.8675
85209,27.2867,-109.8911
85209,27.2679,-109.8675
85209,27.2792,-109.8378
85209,27.2679,-109.8675
85209,27.192,-109.9073
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85209,27.2679,-109.8675
85210,27.3703,-110.0344
85210,27.5629,-109.9475
85210,27.5792,-109.9298
85210,27.5629,-109.9475
85210,27.4999,-109.9993
85210,27.8,-109.9036
85210,27.5629,-109.9475
85210,27.5514,-109.9264
85210,27.5629,-109.9475
85210,27.5668,-109.9229
85210,27.5629,-109.9475
85210,27.7928,-109.8867
85210,27.5629,-109.9475
85210,27.5729,-109.9162
85210,27.5629,-109.9475
85210,27.7928,-109.8867
85210,27.5629,-109.9475
85210,27.7928,-109.8867
85210,27.5629,-109.9475
85210,27.7928,-109.8867
85210,27.5629,-109.9475
85210,27.5629,-109.9475
85210,27.5629,-109.9475
85212,28.1212,-109.8929
85212,28.1527,-109.9095
85212,28.0063,-109.8166
85212,28.0507,-109.8331
85212,28.1064,-109.8982
85212,28.0875,-109.8861
85212,27.909,-109.9206
85212,27.909,-109.9206
85212,27.9922,-109.9553
85212,28.1048,-109.8668
85212,28.0194,-109.9819
85212,27.6519,-109.9336
85212,27.7928,-109.8867
85212,28.1358,-110.0021
85212,27.4999,-109.9993
85212,28.0444,-109.9919
85212,27.909,-109.9206
85212,27.9839,-109.8492
85212,27.9708,-109.9364
85212,27.7874,-110.015
85212,28.229,-110.0984
85212,27.909,-109.9206
85212,27.6942,-110.0158
85212,27.909,-109.9206
85212,27.3994,-109.8983
85212,27.909,-109.9206
85212,27.9417,-109.8492
85212,27.909,-109.9206
85212,27.7111,-109.9151
85212,27.909,-109.9206
85212,28.1496,-110.0672
85212,28.0543,-109.9398
85212,27.9928,-109.8178
85212,28.1793,-109.9089
85212,27.6792,-110.0162
85212,27.3178,-109.8644
85212,28.0903,-109.8319
85212,27.7928,-109.8867
85212,27.7928,-109.8867
85213,27.8,-109.9036
85213,27.7431,-109.8008
85213,27.7783,-109.9022
85213,27.7136,-109.9033
85213,27.6265,-109.8355
85213,27.7335,-109.8989
85213,27.6469,-109.8729
85213,27.6349,-109.8557
85213,27.6525,-109.8996
85213,27.7315,-109.8389
85213,27.9083,-109.925
85213,27.5865,-109.7933
85213,27.9124,-109.8086
85213,27.6597,-109.78
85213,27.7503,-109.9089
85213,27.7674,-109.898
85213,27.6603,-109.8975
85213,27.6667,-109.9275
85213,27.3639,-110.0089
85213,27.6714,-109.8917
85213,27.8578,-109.5977
85213,27.4643,-109.8897
85213,27.8,-109.8833
85213,27.6034,-109.9386
85213,27.6838,-109.8842
85213,27.73,-109.875
85213,27.8336,-109.9244
85213,27.4236,-109.8575
85213,27.6033,-109.8161
85213,27.8025,-109.8906
85213,27.7639,-109.8972
85213,27.6464,-109.9111
85213,27.6578,-109.9125
85213,27.6838,-109.8842
85213,27.7852,-109.9024
85213,27.7512,-109.8924
85213,27.761,-109.8964
85213,27.7172,-109.9061
85213,27.8129,-109.8994
85213,27.47,-109.9561
85213,27.7878,-109.8805
85213,27.6597,-109.9317
85213,27.6838,-109.8842
85213,27.8096,-109.8831
85213,27.6764,-109.9039
85213,27.6838,-109.8842
85213,27.6664,-109.9175
85213,27.7195,-109.838
85213,27.6838,-109.8842
85213,27.6739,-109.9122
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7219,-109.8833
85213,27.208,-110.0152
85213,27.6838,-109.8842
85213,27.5922,-109.7783
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6185,-109.9536
85213,27.7389,-109.8203
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6792,-110.0162
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6217,-109.9253
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.3534,-109.8593
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7616,-109.9012
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.3398,-109.9743
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.9195,-109.8727
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6558,-109.9067
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7181,-109.8903
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6653,-109.9264
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.9502,-109.6665
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.7928,-109.8867
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85213,27.6838,-109.8842
85215,27.7315,-109.8389
85215,28.3204,-109.6638
85215,28.2434,-109.8825
85215,28.1489,-109.6501
85215,28.0891,-109.7894
85215,28.3139,-109.6109
85215,28.2505,-109.653
85215,27.6333,-109.9333
85215,28.1177,-109.7003
85215,28.1542,-109.795
85215,28.0891,-109.7894
85215,27.6942,-110.0158
85215,28.3458,-109.6238
85215,28.0891,-109.7894
85215,27.7852,-109.9024
85215,28.0891,-109.7894
85215,28.297,-109.6059
85215,28.0891,-109.7894
85215,28.2434,-109.8825
85215,28.2288,-109.821
85215,27.8986,-109.9767
85215,27.8,-109.8833
85215,28.3969,-109.7699
85215,28.0891,-109.7894
85215,27.7928,-109.8867
85215,27.7928,-109.8867
85310,28.0083,-110.6688
85310,28.0083,-110.6688
85338,27.9743,-110.81
85339,27.9743,-110.81
85340,28.0083,-110.6688
85340,27.946,-110.9282
85340,27.946,-110.9282
85344,27.946,-110.9282
85387,27.9665,-110.844
85387,27.9665,-110.844
85390,27.9793,-110.7936
85283,27.0939,-109.6289
85283,27.1708,-109.7178
85283,27.1211,-109.6053
85283,27.1626,-109.669
85283,27.1626,-109.669
85283,27.1144,-109.6222
85283,27.2069,-109.7239
85283,27.1169,-109.5819
85283,27.1626,-109.669
85283,27.1626,-109.669
85283,27.2083,-109.7069
85283,27.1626,-109.669
85283,27.1626,-109.669
85283,27.1626,-109.669
85283,27.0943,-109.6569
85283,27.1626,-109.669
85283,27.1708,-109.6661
85283,27.1626,-109.669
85283,27.2106,-109.6829
85283,27.1626,-109.669
85283,27.159,-109.5929
85283,27.1626,-109.669
85283,27.225,-109.7278
85283,27.1626,-109.669
85283,27.1889,-109.6882
85283,27.1626,-109.669
85283,27.0151,-109.6885
85283,27.1626,-109.669
85283,27.1988,-109.7085
85283,27.1626,-109.669
85283,27.1514,-109.6861
85283,27.1626,-109.669
85283,27.171,-109.7083
85283,27.0151,-109.6885
85283,27.0151,-109.6885
85283,27.0151,-109.6885
85284,27.0611,-109.6464
85284,27.0256,-109.6585
85284,26.99,-109.7075
85284,27.0839,-109.6458
85284,27.0111,-109.676
85284,27.0858,-109.6714
85284,27.0747,-109.6506
85284,27.0256,-109.6585
85284,27.0339,-109.6922
85284,26.9994,-109.6444
85284,27.068,-109.6863
85284,27.0256,-109.6585
85284,27.0203,-109.6492
85284,27.0256,-109.6585
85284,27.0044,-109.6633
85284,27.0256,-109.6585
85284,27.0151,-109.6885
85284,26.9712,-109.5241
85284,27.0151,-109.6885
85284,27.0311,-109.6442
85284,26.9961,-109.6647
85284,27.0148,-109.6425
85284,26.9986,-109.6554
85284,27.0169,-109.6961
85284,27.0364,-109.67
85284,26.989,-109.6807
85286,26.8642,-109.5489
85286,26.8663,-109.617
85286,26.8798,-109.572
85286,26.9082,-109.5847
85286,26.8928,-109.6069
85286,26.8717,-109.5742
85286,26.9061,-109.6024
85286,26.9711,-109.5395
85286,26.9082,-109.5847
85286,26.8933,-109.6314
85286,26.8661,-109.5514
85286,26.8807,-109.5432
85286,26.9082,-109.5847
85286,26.9082,-109.5847
85286,26.9242,-109.5017
85286,26.9082,-109.5847
85286,26.8775,-109.5617
85286,26.9082,-109.5847
85286,26.8561,-109.6125
85286,26.9082,-109.5847
85286,26.9867,-109.6316
85286,26.9082,-109.5847
85286,26.9303,-109.6367
85286,26.8917,-109.5903
85286,26.9082,-109.5847
85286,26.9849,-109.6136
85286,26.9082,-109.5847
85286,26.9328,-109.6131
85286,26.9082,-109.5847
85286,26.9797,-109.5606
85286,26.9082,-109.5847
85286,26.9082,-109.5847
85286,26.9082,-109.5847
85286,26.9082,-109.5847
85248,26.7518,-109.6745
85249,26.7838,-109.5807
85249,26.825,-109.6022
85249,26.8028,-109.6144
85249,26.6505,-109.4063
85249,26.7869,-109.4713
85249,26.7944,-109.48
85249,26.7811,-109.5208
85249,26.8139,-109.536
85249,26.7875,-109.4333
85249,26.7893,-109.4567
85249,26.8379,-109.5054
85249,26.8139,-109.536
85249,26.8234,-109.4666
85249,26.823,-109.419
85249,26.7787,-109.435
85249,26.8139,-109.536
85249,26.7624,-109.6029
85249,26.8472,-109.625
85249,26.8367,-109.5264
85249,26.821,-109.6189
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8381,-109.5262
85249,26.8233,-109.5461
85249,26.8369,-109.4778
85249,26.8139,-109.536
85249,26.8091,-109.466
85249,26.7761,-109.5228
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8244,-109.5614
85249,26.8236,-109.4333
85249,26.8046,-109.578
85249,26.8139,-109.536
85249,26.8367,-109.6158
85249,26.8139,-109.536
85249,26.8203,-109.6158
85249,26.8139,-109.536
85249,26.76,-109.6002
85249,26.8139,-109.536
85249,26.8121,-109.615
85249,26.8139,-109.536
85249,26.8236,-109.5483
85249,26.78,-109.6307
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8139,-109.536
85249,26.8139,-109.536
85250,26.6472,-109.2958
85250,26.606,-109.303
85250,26.6194,-109.3055
85250,26.6446,-109.2796
85250,26.6861,-109.2528
85250,26.6858,-109.2567
85250,26.6754,-109.2666
85250,26.6446,-109.2796
85250,26.6446,-109.2796
85250,26.6446,-109.2796
85250,26.5798,-109.1589
85250,26.593,-109.319
85250,26.6397,-109.2354
85250,26.6446,-109.2796
85250,26.6446,-109.2796
85250,26.645,-109.2172
85250,26.6446,-109.2796
85250,26.7056,-109.2931
85250,26.61,-109.314
85250,26.6627,-109.3151
85250,26.5882,-109.3362
85250,26.7143,-109.278
85250,26.6033,-109.3286
85250,26.6968,-109.2767
85251,26.729,-109.38
85251,26.6228,-109.3744
85251,26.7283,-109.4173
85251,26.729,-109.38
85251,26.7786,-109.3715
85251,26.7912,-109.3891
85251,26.729,-109.38
85251,26.7972,-109.3875
85251,26.6564,-109.3803
85251,26.7975,-109.3478
85251,26.6467,-109.395
85251,26.6505,-109.4063
85251,26.7423,-109.3574
85253,26.5555,-109.2904
85253,26.5675,-109.2969
85253,26.5555,-109.2904
85253,26.5436,-109.2839
85253,26.5555,-109.2904
85254,26.6045,-109.1752
85254,26.5778,-109.165
85254,26.5849,-109.176
85254,26.5628,-109.1975
85254,26.6022,-109.1828
85254,26.5849,-109.176
85254,26.5774,-109.1594
85255,26.5666,-109.1513
85255,26.5575,-109.1411
85255,26.5783,-109.1358
85255,26.5682,-109.1311
85255,26.5528,-109.1154
85255,26.5859,-109.112
85257,26.451,-109.197
85257,26.4622,-109.1331
85257,26.4081,-109.0949
85257,26.4494,-109.1939
85257,26.4427,-109.1547
85257,26.4427,-109.1547
85257,26.4427,-109.1547
85258,26.5358,-109.2158
85258,26.5064,-109.1536
85258,26.5689,-109.1538
85258,26.5472,-109.1328
85258,26.5401,-109.1651
85258,26.5386,-109.1662
85258,26.533,-109.1759
85258,26.5386,-109.1662
85258,26.5386,-109.1662
85920,26.6505,-109.4063
85935,26.6505,-109.4063
85935,26.8472,-109.6328
85935,26.6505,-109.4063
85935,26.6505,-109.4063
85938,26.8472,-109.6328
85940,26.8367,-109.5264
85940,26.6505,-109.4063
85940,26.8367,-109.5264
85940,26.6505,-109.4063
85940,26.6505,-109.4063
85224,26.9944,-109.4569
85224,26.9572,-109.4381
85224,26.9499,-109.4989
85224,26.9111,-109.439
85224,26.9669,-109.4142
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,27.0392,-109.4085
85224,26.9732,-109.4287
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,27.0781,-109.4027
85224,26.9762,-109.4199
85224,26.9572,-109.4381
85224,26.9572,-109.4381
85224,27.0781,-109.4027
85224,26.9851,-109.4971
